ID,Gene Symbol
225575_at,LIFR
225576_at,GINM1
225577_at,HCG18
225578_at,MZT1
225579_at,PQLC3
225580_at,MRPL50
225581_s_at,MRPL50
225582_at,ITPRIP
225583_at,UXS1
225584_at,HCG18
225585_at,RAP2A
225586_at,DPH7
225587_at,TMEM129
225588_s_at,TMEM129
225589_at,SH3RF1
225590_at,SH3RF1
225591_at,FBXO25
225592_at,NRM
225593_at,LSM10
225594_at,CREBZF
225595_at,CREBZF
225596_at,KLC4
225597_at,SLC45A4
225598_at,SLC45A4
225599_s_at,TRIQK
225600_at,TRIQK
225601_at,HMGB3
225602_at,GLIPR2
225603_s_at,TRIQK
225604_s_at,GLIPR2
225605_at,TP53I13
225606_at,BCL2L11
225607_at,CCDC43
225608_at,SNX29
225609_at,GSR
225610_at,UHRF2
225611_at,MAST4
225612_s_at,B3GNT5
225613_at,MAST4
225614_at,SAAL1
225615_at,IFFO2
225616_at,SPRYD4
225617_at,ODF2
225618_at,ARHGAP27
225619_at,SLAIN1
225620_at,RAB35
225621_at,ALG2
225622_at,PAG1
225623_at,CIPC
225624_at,SNX29
225625_at,ALKBH2
225626_at,PAG1
225627_s_at,CACHD1
225628_s_at,MLLT6
225629_s_at,ZBTB4
225630_at,EEPD1
225631_at,EEPD1
225632_s_at,ISY1-RAB43///RAB43
225633_at,DPY19L3
225634_at,ZC3HAV1
225635_s_at,EBLN3P
225636_at,STAT2
225637_at,DEF8
225638_at,COA6
225639_at,SKAP2
225640_at,EBLN3P
225641_at,MEF2D
225642_at,KTI12///TXNDC12
225643_at,MAPK1IP1L
225644_at,CCDC117
225645_at,EHF
225646_at,CTSC
225647_s_at,CTSC
225648_at,STK35
225649_s_at,STK35
225650_at,SAMD1
225651_at,UBE2E2
225652_at,FARP2
225653_at,TGFBRAP1
225654_at,NSD1
225655_at,UHRF1
225656_at,EFHC1
225657_at,NCBP2-AS2
225658_at,SPOPL
225659_at,SPOPL
225660_at,SEMA6A
225661_at,IFNAR1
225662_at,ZAK
225663_at,ACBD5
225664_at,COL12A1
225665_at,ZAK
225666_at,TMTC4
225667_s_at,FAM84A
225668_at,FAM173B
225669_at,IFNAR1
225670_at,FAM173B
225671_at,SPNS2
225672_at,GOLGA2
225673_at,MYADM
225674_at,BCAP29
225675_at,TMEM260
225676_s_at,DCAF13
225677_at,BCAP29
225678_at,POLR3H
225679_at,NAA30
225680_at,MIR4467///LRWD1
225681_at,CTHRC1
225682_s_at,POLR3H
225683_x_at,PHPT1
225684_at,SKA2
225685_at,CDC42EP3
225686_at,SKA2
225687_at,FAM83D
225688_s_at,PHLDB2
225689_at,POMGNT2
225690_at,CDK12
225691_at,CDK12
225692_at,CAMTA1
225693_s_at,CAMTA1
225694_at,CDK12
225695_at,SLC35F6
225696_at,COPS7B
225697_at,CDK12
225698_at,EPB41L4A-AS1
225699_at,LOC101928927///SNORA9///SNHG15
225700_at,GLCCI1
225701_at,AKNA
225702_at,C8orf76
225703_at,FBRSL1
225704_at,FBRSL1
225705_at,CEP95
225706_at,GLCCI1
225707_at,ARL6IP6
225708_at,MED29
225709_at,ARL6IP6
225710_at,GNB4
225711_at,ARL6IP6
225712_at,GEMIN5
225713_at,STK11IP
225714_s_at,
225715_at,RPTOR
225716_at,BRI3BP
225717_at,LNPK
225718_at,LNPK
225719_s_at,MRPL55
225720_at,SYNPO2
225721_at,SYNPO2
225722_at,MIR3658///UCK2
225723_at,CCDC167
225724_at,PSMA3-AS1
225725_at,ZMAT3
225726_s_at,PLEKHH1
225727_at,PLEKHH1
225728_at,SORBS2
225729_at,C6orf89
225730_s_at,THUMPD3
225731_at,ANKRD50
225732_at,KLHL42
225733_at,B3GALT6
225734_at,FBXO22
225735_at,ANKRD50
225736_at,FBXO22
225737_s_at,FBXO22
225738_at,RAPGEF1
225739_at,RAB11FIP4
225740_x_at,MDM4
225741_at,THUMPD3
225742_at,MDM4
225743_at,RPUSD3
225744_at,ZDHHC8
225745_at,LRP6
225746_at,RAB11FIP4
225747_at,COQ10A
225748_at,LTV1
225749_at,C16orf91
225750_at,ERO1A
225751_at,RBM17
225752_at,NIPA1
225753_at,ZNF513
225754_at,AP1G1
225755_at,KLHDC8B
225756_at,LOC400927-CSNK1E///CSNK1E
225757_s_at,CLMN
225758_s_at,TUBGCP6
225759_x_at,CLMN
225760_at,MYSM1
225761_at,PAPD4
225762_x_at,RNA45S5
225763_at,RCSD1
225764_at,ETV6
225765_at,TNPO1
225766_s_at,TNPO1
225767_at,RNA45S5
225768_at,NR1D2
225769_at,COG6
225770_at,RSPRY1
225771_at,AP1G1
225772_s_at,COX14
225773_at,RSPRY1
225774_at,RSPRY1
225775_at,TSPAN33
225776_at,RBMS2
225777_at,SAPCD2
225778_at,RBMS2
225779_at,SLC27A4
225780_at,DDI2///RSC1A1
225781_at,MAPK9
225782_at,MSRB3
225783_at,UBE2F
225784_s_at,ZC4H2
225785_at,REEP3
225786_at,
225787_at,UBE2F
225788_at,RRP36
225789_at,AGAP3
225790_at,MSRB3
225791_at,UBE2F
225792_at,HOOK1
225793_at,LIX1L
225794_s_at,SMDT1
225795_at,SMDT1
225796_at,PXK
225797_at,MRPL54
225798_at,JAZF1
225799_at,LOC101930489///MIR4435-2HG///LINC00152
225800_at,JAZF1
225801_at,FBXO32
225802_at,TOP1MT
225803_at,FBXO32
225804_at,CYB5D2
225805_at,HNRNPU
225806_at,AJUBA
225807_at,AJUBA
225808_at,METTL23
225809_at,PARM1
225810_at,MTMR10
225811_at,C11orf58
225812_at,FAM229B
225813_at,RC3H2
225814_at,XRN1
225815_at,CPLX2
225816_at,JADE1
225817_at,LOC101930349///LOC101930344///CGNL1
225818_s_at,TBRG1
225819_at,TBRG1
225820_at,JADE1
225821_s_at,BOD1L1
225822_at,TMEM125
225823_at,C19orf70
225824_at,CCNK
225825_at,C20orf194
225826_at,MMAB
225827_at,AGO2
225828_at,DAGLB
225829_at,PDZD8
225830_at,PDZD8
225831_at,LUZP1
225832_s_at,DAGLB
225833_at,DAGLB
225834_at,FAM72A///FAM72D///FAM72B///FAM72C
225835_at,SLC12A2
225836_s_at,RHNO1
225837_at,RHNO1
225838_at,EPC2
225839_at,RBM33
225840_at,TEF
225841_at,HENMT1
225842_at,PHLDA1
225843_at,ZFYVE19
225844_at,POLE4
225845_at,ZBTB44
225846_at,ESRP1
225847_at,NCEH1
225848_at,ZNF746
225849_s_at,SFT2D1
225850_at,SFT2D1
225851_at,CHURC1-FNTB///FNTB
225852_at,ANKRD17
225853_at,GNPNAT1
225854_x_at,IRF2BP2
225855_at,EPB41L5
225856_at,CLOCK
225857_s_at,SNHG17
225858_s_at,XIAP
225859_at,XIAP
225860_at,MMP24-AS1
225861_at,MCRIP2
225862_at,SLC25A26
225863_s_at,C19orf12
225864_at,FAM84B
225865_x_at,NELFCD
225866_at,RPF2
225867_at,VASN
225868_at,TRIM47
225869_s_at,UNC93B1
225870_s_at,TRAPPC5
225871_at,STEAP2
225872_at,SLC35F5
225873_at,TYSND1
225874_at,UBALD1
225875_s_at,NIPAL3
225876_at,NIPAL3
225877_at,TYSND1
225878_at,KIF1B
225879_at,TSEN54
225880_at,TOR1AIP2
225881_at,SLC35B4
225882_at,SLC35B4
225883_at,ATG16L2
225884_s_at,GZF1
225885_at,EEA1
225886_at,DDX5
225887_at,PROSER1
225888_at,NAA25
225889_at,AEBP2
225890_at,MGME1
225891_at,TPRN
225892_at,IREB2
225893_at,RC3H1
225894_at,SYNPO2
225895_at,SYNPO2
225896_at,MPRIP
225897_at,MARCKS
225898_at,WDR54
225899_x_at,LOC101929819///LOC100133331///LOC100133182///LINC01001///LOC100132062///LOC729737///LINC01000///LINC01002
225900_at,EXOC6B
225901_at,PTPMT1
225902_at,PPIG
225903_at,PIGU
225904_at,CCSAP
225905_s_at,ST3GAL3
225906_at,GATSL2
225907_at,LOC728743
225908_at,IAH1
225909_at,LOC728743///ZNF775
225910_at,HELZ
225911_at,NPNT
225912_at,TP53INP1
225913_at,PEAK1
225914_s_at,CAB39L
225915_at,CAB39L
225916_at,LOC100506639///ZNF131
225917_at,ATF7IP
225918_at,GLG1
225919_s_at,C9orf72
225920_at,LOC148413
225921_at,NIN
225922_at,FNIP2
225923_at,VAPB
225924_at,FNIP2
225925_s_at,USP48
225926_at,VTI1B
225927_at,MAP3K1
225928_at,VTI1B
225929_s_at,RNF213
225930_at,NKIRAS1
225931_s_at,RNF213
225932_s_at,HNRNPA2B1
225933_at,CCDC137
225934_at,
225935_at,CUX1
225936_at,EID2
225937_at,CUX1
225939_at,EIF4E3
225940_at,EIF4E3
225941_at,EIF4E3
225942_at,NLN
225943_at,NLN
225944_at,NLN
225945_at,ZNF655
225946_at,RASSF8
225947_at,MYO19
225948_at,APOPT1
225949_at,MIR6845///NRBP2
225950_at,SAMD8
225951_s_at,LINC01578
225952_at,FLYWCH1
225953_at,RPRD1A
225954_s_at,MIDN
225955_at,METRNL
225956_at,CREBRF
225957_at,CREBRF
225958_at,PHC1
225959_s_at,ZNRF1
225960_at,ZNRF1
225961_at,KLHL42
225962_at,ZNRF1
225963_at,KLHL42
225964_at,ZXDC
225965_at,DDHD1
225966_at,C17orf89
225967_s_at,C17orf89
225968_at,PRICKLE2
225969_at,ALKBH6
225970_at,DDHD1
225971_at,DDHD1
225972_at,TMEM64
225973_at,TAP2
225974_at,TMEM64
225975_at,PCDH18
225976_at,BTF3L4
225977_at,PCDH18
225978_at,RIMKLB
225979_at,PLEKHG2
225980_at,ELMSAN1
225981_at,HID1
225982_at,UBTF
225983_s_at,VWA1
225984_at,PRKAA1
225985_at,PRKAA1
225986_x_at,CPSF2
225987_at,STEAP4
225988_at,HERC4
225989_at,HERC4
225990_at,BOC
225991_at,TMEM41A
225992_at,MLLT10
225993_at,EARS2
225994_at,CPSF2
225995_x_at,WASH1///WASH2P
225996_at,LONRF2
225997_at,MOB1B
225998_at,GAB1
225999_at,RIMKLB
226000_at,CTTNBP2NL
226001_at,KLHL5
226002_at,GAB1
226003_at,KIF21A
226004_at,CABLES2
226005_at,UBE2G1
226006_at,PET100
226007_at,ISCA2
226008_at,NSMCE3
226009_at,DPCD
226010_at,SLC25A23
226011_at,CCDC12
226012_at,ANKRD11
226013_at,TRAK1
226014_at,
226015_at,ZNF12
226016_at,CD47
226017_at,CMTM7
226018_at,MTURN
226019_at,OMA1
226020_s_at,OMA1///DAB1
226021_at,RDH10
226022_at,SASH1
226023_at,MAP2K7
226024_at,COMMD1
226025_at,ANKRD28
226026_at,DIRC2
226027_at,SWI5
226028_at,ROBO4
226029_at,VANGL2
226030_at,ACADSB
226031_at,VPS50
226032_at,CASP2
226033_at,USP31
226034_at,DUSP4
226035_at,USP31
226036_x_at,CASP2
226037_s_at,TAF9B
226038_at,LONRF1
226039_at,MGAT4A
226040_at,TRIM56
226041_at,NAPEPLD
226042_at,EDC3
226043_at,GPSM1
226044_at,TDP1
226045_at,FRS2
226046_at,MAPK8
226047_at,MRVI1
226048_at,MAPK8
226049_at,ERC1
226050_at,TMCO3
226051_at,SELM
226052_at,BRD4
226053_at,MAP2K7
226054_at,BRD4
226055_at,ARRDC2
226056_at,ARHGAP31
226057_at,ARHGAP31
226058_at,B3GNT9
226059_at,TOMM40L
226060_at,RFT1
226061_s_at,
226062_x_at,FAM63A
226063_at,VAV2
226064_s_at,DGAT2
226065_at,PRICKLE1
226066_at,MITF
226067_at,BPIFB1
226068_at,SYK
226069_at,PRICKLE1
226070_at,C9orf142
226071_at,ADAMTSL4
226072_at,FUK
226073_at,TMEM218
226074_at,PPM1M
226075_at,SPSB1
226076_s_at,MBD6
226077_at,RNF145
226078_at,RPUSD1
226079_at,FLYWCH2
226080_at,SSH2
226081_at,LZIC
226082_s_at,SCAF4
226083_at,TMEM70
226084_at,MAP1B
226085_at,CBX5
226086_at,SYT13
226087_at,LZIC
226088_at,ZDHHC12
226089_at,RABL3
226090_x_at,RABL3
226091_s_at,MRFAP1
226092_at,MPP5
226093_at,DCP1B
226094_at,PIK3C2A
226095_s_at,ATXN1L
226096_at,FNDC5
226097_at,FNDC5
226098_at,IFT80
226099_at,ELL2
226100_at,KMT2E
226101_at,PRKCE
226102_at,ZKSCAN8
226103_at,NEXN
226104_at,RNF170
226105_at,C1GALT1
226106_at,RNF141
226107_at,C1GALT1
226108_at,ZC3H18
226109_at,C21orf91
226110_at,PTAR1
226111_s_at,ZNF385A
226112_at,SGCB
226113_at,ZNF436
226114_at,ZNF436
226115_at,AHCTF1
226116_at,DFFA
226117_at,TIFA
226118_at,CENPO
226119_at,PCMTD1
226120_at,TTC8
226121_at,DHRS13
226122_at,PLEKHG1
226123_at,CHD7
226124_at,ZFP90
226125_at,LOC100288152
226126_at,TBCK
226127_at,ALKBH3
226128_at,BROX
226129_at,FAM83H
226130_at,RPS16
226131_s_at,RPS16
226132_s_at,MANEAL
226133_s_at,TBC1D10A
226134_s_at,MSI2
226135_at,UHRF1BP1
226136_at,GLIPR1
226137_at,ZFHX3
226138_s_at,
226139_at,CCDC149
226140_s_at,OTUD1
226141_at,CCDC149
226142_at,GLIPR1
226143_at,RAI1
226144_at,MIR1909///REXO1
226145_s_at,FRAS1
226146_at,HEIH
226147_s_at,PIGR
226148_at,ZBTB44
226149_at,SNORA60///SNORA71E///SNHG11
226150_at,PLPP5
226151_x_at,CRYZL1
226152_at,TTC7B
226153_s_at,CNOT6L
226154_at,DNM1L
226155_at,FAM160B1
226156_at,AKT2
226157_at,TFDP2
226158_at,KLHL24
226159_at,C5orf51
226160_at,H6PD
226161_at,SLC30A6
226162_at,SLC30A6
226163_at,ZBTB9
226164_x_at,RIMKLB
226165_at,C8orf59
226166_x_at,STK36
226167_at,SYT7
226168_at,ZFAND2B
226169_at,SBF2
226170_at,EYA3
226171_at,ZDHHC3
226172_at,USP42
226173_at,TBC1D25
226174_at,USP42
226175_at,TTC9C
226176_s_at,USP42
226177_at,GLTP
226178_at,SOCS4
226179_at,SLC25A37
226180_at,WDR36
226181_at,TUBE1
226182_s_at,WISP3
226183_at,GSK3B
226184_at,FMNL2
226185_at,CDS1
226186_at,TMOD2
226187_at,CDS1
226188_at,LGALSL
226189_at,ITGB8
226190_at,MAP3K13
226191_at,GSK3B
226192_at,AR
226193_x_at,CBWD7///CBWD6///CBWD3///CBWD5///CBWD2///CBWD1
226194_at,CHAMP1
226195_at,IFT43
226196_s_at,IFT43
226197_at,AR
226198_at,TOM1L2
226199_at,UPRT
226200_at,VARS2
226201_at,DOT1L
226202_at,ZNF398
226203_at,MYO9A
226204_at,C22orf29///GNB1L
226205_at,ANKRD13D
226206_at,MAFK
226207_at,RILPL1
226208_at,ZSWIM6
226209_at,NDUFV3
226210_s_at,MEG3
226211_at,MEG3
226212_s_at,INSR
226213_at,ERBB3
226214_at,GDE1
226215_s_at,KDM2B
226216_at,INSR
226217_at,SLC30A7
226218_at,IL7R
226219_at,ARHGAP30
226220_at,METTL9
226221_at,RIC1
226222_at,RIC1
226223_at,PAWR
226224_at,FOXK2
226225_at,MCC
226226_at,TMEM45B
226227_x_at,ZFAS1
226228_at,AQP4
226229_s_at,SSU72
226230_at,PPP4R3B
226231_at,PAWR
226232_at,GDF11
226233_at,B3GALNT2
226234_at,GDF11
226235_at,LINC00667
226236_at,LINC00493
226237_at,COL8A1
226238_at,MCEE
226239_at,TMEM150A
226240_at,TADA2B
226241_s_at,MRPL52
226242_at,C1orf131
226243_at,PTRHD1
226244_at,CLEC14A
226245_at,KCTD1
226246_at,KCTD1
226247_at,PLEKHA1
226248_s_at,KIAA1324
226249_at,SNX30
226250_at,ZBTB20
226251_at,ASXL2
226252_at,ZBTB20
226253_at,LRRC45
226254_s_at,CFAP97
226255_at,ZBTB33
226256_at,COPB2
226257_x_at,MRPS22
226258_at,AMN1
226259_at,EXOC6
226260_x_at,ZNF358
226261_at,ZNRF2
226262_at,DHX33
226263_at,SNRNP48
226264_at,SUSD1
226265_at,QSER1
226266_at,PGS1
226267_at,JDP2
226268_at,RAB21
226269_at,GDAP1
226270_at,EXOC2
226271_at,GDAP1
226272_at,RCAN3
226273_at,CLCN5
226274_at,CLCN5
226275_at,MXD1
226276_at,TMEM167A
226277_at,COL4A3BP
226278_at,SVIP
226279_at,PRSS23
226280_at,BNIP2
226281_at,DNER
226282_at,PTPN14
226283_at,POC1B
226284_at,ZBTB2
226285_at,CAPRIN1
226286_at,ELMOD3
226287_at,CCDC34
226288_s_at,NLGN2
226289_at,CAPRIN1
226290_at,BDP1
226291_at,ALS2
226292_at,CAPN5
226293_at,MED19
226294_x_at,FAM91A1
226295_at,LOC100507424///ITFG2
226296_s_at,MRPS15
226297_at,HIPK3
226298_at,RUNDC1
226299_at,PKN3
226300_at,MED19
226301_at,SLC18B1
226302_at,ATP8B1
226303_at,PGM5
226304_at,HSPB6
226305_at,LYNX1
226306_at,C6orf1
226307_at,CRTC2
226308_at,HAUS8
226309_at,DNAL1
226310_at,RICTOR
226311_at,ADAMTS2
226312_at,RICTOR
226313_at,C10orf35
226314_at,CHST14
226315_at,ZNF830
226316_at,RBM26
226317_at,PPP4R2
226318_at,TBRG1
226319_s_at,ALYREF
226320_at,ALYREF
226321_at,LYSMD3
226322_at,TMTC1
226323_at,ZNF830
226324_s_at,IFT172
226325_at,ADSSL1
226326_at,PCGF5
226327_at,ZNF507
226328_at,KLF16
226329_s_at,MITD1
226330_s_at,SUPT20H
226331_at,BBX
226332_at,FAM133DP///FAM133B
226333_at,IL6R
226334_s_at,AHSA2
226335_at,RPS6KA3
226336_at,LOC101060363///PPIA
226337_at,GORAB
226338_at,TMEM55A
226339_at,TRUB1
226340_x_at,MIR6859-1///MIR6859-2///LOC101930154///LOC100288778///WASH1///WASH7P///WASH2P///WASH3P
226341_at,OTUD6B-AS1
226342_at,SPTBN1
226343_at,DPP8
226344_at,ZMAT1
226345_at,ARL5B
226346_at,MEX3A
226347_at,
226348_at,FUT11
226349_at,C12orf45
226350_at,CHML
226351_at,NSUN4
226352_at,JMY
226353_at,SPPL2A
226354_at,LACTB
226355_at,POC1A
226356_at,MIGA2
226357_at,USP19
226358_at,APH1B
226359_at,GTPBP1
226360_at,ZNRF3
226361_at,TMEM42
226362_at,
226363_at,ABCC5
226364_at,HIP1
226365_at,
226366_at,SHPRH
226367_at,KDM5A
226368_at,CHST11
226369_at,LINC01089
226370_at,KLHL15
226371_at,KDM5A
226372_at,CHST11
226373_at,SFXN5
226374_at,CXADR
226375_at,LMTK2
226376_at,UNK
226377_at,NFIC
226378_s_at,C19orf25
226379_s_at,C19orf25
226380_at,PTPN21
226381_at,SLC35F5
226382_at,
226383_at,ARL14EP
226384_at,PLPP5
226385_s_at,MALSU1
226386_at,MALSU1
226387_at,RSBN1L
226388_at,TCEA3
226389_s_at,RAPGEF1
226390_at,STARD4
226391_at,BRAF
226392_at,RASA2
226393_at,CYP2U1
226394_at,MARCH5
226395_at,HOOK3
226396_at,TEN1-CDK3///TEN1
226397_s_at,PHACTR1
226398_s_at,FRA10AC1
226399_at,DNAJB14
226400_at,CDC42
226401_at,PARP10
226402_at,CYP2U1
226403_at,TMC4
226404_at,RBM39
226405_s_at,ARRDC1
226406_at,C18orf25
226407_at,TPT1-AS1
226408_at,TEAD2
226409_at,TBC1D20
226410_at,CTU2
226411_at,EVI5L
226412_at,PNISR
226413_at,LINC00938
226414_s_at,ANAPC11
226415_at,VAT1L
226416_at,ERI1
226417_at,RHOB
226418_at,ERGIC2
226419_s_at,SRSF1
226420_at,MECOM
226421_at,AMMECR1
226422_at,ERGIC2
226423_at,PAQR8
226424_at,CAPS
226425_at,CLIP4
226426_at,ADNP
226427_s_at,B3GALT6
226428_at,TNPO2
226429_at,GPALPP1
226430_at,RELL1
226431_at,FAM117B
226432_at,ETNK1
226433_at,RNF157
226434_at,PPP1R35
226435_at,PAPLN
226436_at,RASSF4
226437_at,YIF1B
226438_at,SNTB1
226439_s_at,NBEA
226440_at,LOC100653247///DUSP22
226441_at,MAP3K2
226442_at,ABTB1
226443_at,FAM122A
226444_at,LOC107985971
226445_s_at,TRIM41
226446_at,HES6
226447_at,ASH1L
226448_at,MIR1182///FAM89A
226449_at,CEP120
226450_at,INSR
226451_at,FDX1L
226452_at,PDK1
226453_at,RNASEH2C
226454_at,MARCH9
226455_at,CREB3L4
226456_at,RMI2
226457_at,
226458_at,
226459_at,PIK3AP1
226460_at,FNIP2
226461_at,HOXB9
226462_at,STXBP6
226463_at,ATP6V1C1
226464_at,C3orf58
226465_s_at,SON
226466_s_at,FAM58A
226467_at,TANGO6
226468_at,RNF115
226469_s_at,GGT7
226470_at,GGT7
226471_at,GGT7
226472_at,PPIL4
226473_at,CBX2
226474_at,NLRC5
226475_at,FAM118A
226476_s_at,DCAF1
226477_at,DCAF1
226478_at,TM7SF3
226479_at,KBTBD6
226480_at,
226481_at,DCAF1
226482_s_at,TSTD1
226483_at,TMEM68
226484_at,ZBTB47
226485_at,LOC101928274///VSIG10
226486_at,MTERF4
226487_at,FAM222A
226488_at,RCCD1
226489_at,TMCC3
226490_at,NHSL1
226491_x_at,PTBP1
226492_at,SEMA6D
226493_at,KCTD18
226494_at,CAMSAP3
226495_at,MAVS
226496_at,ZCCHC7
226497_s_at,FLT1
226498_at,FLT1
226499_at,NRARP
226500_at,ZBTB47
226501_at,XPNPEP3
226502_at,ELMOD2
226503_at,RIF1
226504_at,FAM109B
226505_x_at,USP32
226506_at,THSD4
226507_at,PAK1
226508_at,PHC3
226509_at,ZNF641
226510_at,HEATR5A
226511_at,DCAF10
226512_at,ZMYM2
226513_at,ASB7
226514_at,ZNF71
226515_at,CCDC127
226516_at,MFSD12
226517_at,BCAT1
226518_at,KCTD10
226519_s_at,PHYKPL
226520_at,LCOR
226521_s_at,FAM175A
226522_at,PODN
226523_at,TAGLN
226524_at,C3orf38
226525_at,STK17B
226526_s_at,CKAP4
226527_at,RPRD2
226528_at,MTX3
226529_at,TMEM106B
226530_at,BMF
226531_at,ORAI1
226532_at,LZIC
226533_at,HINT3
226534_at,KITLG
226535_at,LOC100505984///ITGB6
226536_at,NSMCE2
226537_at,HINT3
226538_at,MAN2A1
226539_s_at,CFAP73
226540_at,CFAP73
226541_at,FBXO30
226542_at,RNF24
226543_at,EEF1E1-BLOC1S5///BLOC1S5
226544_x_at,EEF1E1-BLOC1S5///BLOC1S5
226545_at,CD109
226546_at,LOC100506844
226547_at,KAT6A
226548_at,SBK1
226549_at,SBK1
226550_at,SLC9A7
226551_at,RIPK1
226552_at,IER5L
226553_at,TMPRSS2
226554_at,ZBTB7A
226555_at,INO80D
226556_at,MAP3K13
226557_at,TTC5
226558_at,TEKT4P2///MAFIP///LOC389834
226559_at,IER5L
226560_at,SGPP2
226561_at,AGFG1
226562_at,ZSCAN29
226563_at,SMAD2
226564_at,ZFAT
226565_at,TMEM99
226566_at,TRIM11
226567_at,USP14
226568_at,FAM102B
226569_s_at,CHTF18
226570_at,ATP1B3
226571_s_at,PTPRS
226572_at,SOCS7
226573_at,DIRAS1
226574_at,PSPC1
226575_at,ZNF462
226576_at,ARHGAP26
226577_at,PSEN1
226578_s_at,DUSP1
226579_at,
226580_at,BRMS1L
226581_at,RBSN
226582_at,LOC400043
226583_at,C12orf76
226584_s_at,FAM110A
226585_at,NEIL2
226586_at,ANKS6
226587_at,PWAR6
226588_at,CWC22
226589_at,TMEM192
226590_at,ZNF618
226591_at,PWAR6
226592_at,ZNF618
226594_at,ENTPD5
226595_at,SNX21
226596_x_at,UMAD1
226597_at,REEP6
226598_s_at,MTG2
226599_at,FHDC1
226600_at,TMTC3
226601_at,SLC30A7
226602_s_at,BCR
226603_at,SAMD9L
226604_at,TMTC3
226605_at,DGKQ
226606_s_at,MTG2
226607_at,C20orf194
226608_at,C16orf87
226609_at,DCBLD1
226610_at,CENPV
226611_s_at,CENPV
226612_at,UBE2QL1
226613_at,GATSL3
226614_s_at,FAM167A
226615_at,XPR1
226616_s_at,NDUFV3
226617_at,LOC101929356///ARL5A
226618_at,UBE2QL1
226619_at,SENP1
226620_x_at,DAZAP1
226621_at,OSMR
226622_at,MUC20
226623_at,PHYHIPL
226624_at,RAD54L2
226625_at,TGFBR3
226626_at,THOC2
226627_at,SEPT8
226628_at,THOC2
226629_at,SLC43A2
226630_at,MIS18BP1
226631_at,METTL10
226632_at,CYGB
226633_at,RAB8B
226634_at,METTL10
226635_at,EBLN3P
226636_at,PLD1
226637_at,UBE2H
226638_at,ARHGAP23
226639_at,SFT2D3
226640_at,DAGLB
226641_at,ANKRD44
226642_s_at,NUDCD2
226643_s_at,NUDCD2
226644_at,MIB2
226645_at,
226646_at,KLF2
226647_at,TMEM25
226648_at,HIF1AN
226649_at,PANK1
226650_at,ZFAND2A
226651_at,HOMER1
226652_at,USP3
226653_at,MARK1
226654_at,MUC12
226655_at,STX17
226656_at,CRTAP
226657_at,NATD1
226658_at,PDPN
226659_at,DEF6
226660_at,RPS6KB1
226661_at,CDCA2
226662_at,STX17
226663_at,ANKRD10-IT1
226664_at,TBC1D20
226665_at,AHSA2
226666_at,DAAM1
226667_x_at,EPN1
226668_at,WDSUB1
226669_at,USP42
226670_s_at,PABPC1L
226671_at,LAMP2
226672_s_at,HDAC10
226673_at,SH2D3C
226674_at,SHISA4
226675_s_at,MALAT1
226676_at,ZNF521
226677_at,ZNF521
226678_at,UNC13D
226679_at,SLC26A11
226680_at,IKZF5
226681_at,UBE2H
226682_at,RORA
226683_at,SNX18
226684_at,ATG2B
226685_at,SNTB2
226686_at,CISD2
226687_at,PRPF40A
226688_at,TCAIM
226689_at,CISD2
226690_at,ADCYAP1R1
226691_at,TNRC18
226692_at,MIR1282///HYPK///SERF2
226693_at,SDHAP2///LINC00969///SDHAP1
226694_at,PALM2-AKAP2///AKAP2
226695_at,PRRX1
226696_at,RBBP9
226697_at,FAM114A1
226698_at,FCHSD1
226699_at,FCHSD1
226700_at,U2AF1L4
226701_at,GJA5
226702_at,CMPK2
226703_at,NEURL4
226704_at,UBE2J2
226705_at,FGFR1
226706_at,FLJ23867///QSOX1
226707_at,NAPRT
226708_at,NAPRT
226709_at,ROBO2
226710_at,C8orf82
226711_at,FOXN2
226712_at,SSR1
226713_at,CCDC50
226714_at,SAMD4B
226715_at,FOXK1
226716_at,PRR12
226717_at,LRTOMT
226718_at,AMIGO1
226719_at,DERL2
226720_at,PWWP2A
226721_at,DPY19L4
226722_at,FAM20C
226723_at,SVBP
226724_s_at,PSPC1
226725_at,SLFN5
226726_at,MBOAT2
226727_at,CISD3
226728_at,SLC27A1
226729_at,USP37
226730_s_at,USP37
226731_at,ITGA1
226732_at,RBM33
226733_at,PFKFB2
226734_at,EIF4E2
226735_at,TAPT1
226736_at,CHURC1
226737_at,SLC25A42
226738_at,WDR81
226739_at,RNF169
226740_x_at,NBPF26///NBPF10///NBPF14
226741_at,SLC12A6
226742_at,SAR1B
226743_at,SLFN11
226744_at,LOC284009///METTL16
226745_at,CYP4V2
226746_s_at,UBE4B
226747_at,TXNDC16
226748_at,LYSMD2
226749_at,MRPS9
226750_at,LARP1B
226751_at,CNRIP1
226752_at,FAM174A
226753_at,FAM76B
226754_at,ZNF251
226755_at,MIR205HG
226756_at,CCDC71L
226757_at,IFIT2
226758_at,LUC7L2
226759_at,IKZF4
226760_at,MBTPS2
226761_at,IKZF4
226762_at,MIR4657///PURB
226763_at,SESTD1
226764_at,ZNF827
226765_at,SPTBN1
226766_at,ROBO2
226767_s_at,FAHD1
226768_at,GIGYF1
226769_at,FIBIN
226770_at,MAGI3
226771_at,ATP8B2
226772_s_at,SAP30L
226773_at,PPM1K
226774_at,FAM120B
226775_at,ENY2
226776_at,ENY2
226777_at,ADAM12
226778_at,TDRP
226779_at,LMBRD2
226780_s_at,FMC1
